no_mitra,id_posisi,nama_posisi,nama_mitra,id_mitra,nama_kegiatan,kuota_posisi,lokasi_kerja,tipe_aktivitas,url_logo
1480,b5434ddf-6fc6-11ed-a7a1-0278cb7f6574,Master Control Room (Program Services & On Air Operation),Surya Citra Media - EMTEK Group,b409663d-e067-46e0-81d9-eb4fff33f45f,SIP (SCM Internship Program),2,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4c560d1a-0e74-4525-9d9c-4feb95a08b71.png
1481,a8160885-6bf7-11ed-8441-22d0c8df9d48,Material Handling Specialist Intern,Paragon Technology and Innovation,bcdcdee1-cef2-4ed7-b469-12a6ab2740fa,Distribution (PARAMA),1,"Kota Yogyakarta, Kota Tegal, Kota Tangerang, Kota Jakarta Selatan",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_d3457239-e70d-40d2-b628-218c94072cb0.png
1482,4346fbbc-6045-11ed-b3af-8a7c8006de3f,Mathematics Specialist Intern,Zenius,261f4d66-aa98-41a5-a213-a079764411a7,Zenius Professionals Practice Program Angkatan 4,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_344946d7-f9c2-4c1e-8af0-646114c7d8ad.png
1483,7b7e6805-649f-11ed-bf50-124073a7b39a,Mathematics Subject Research Intern,Zenius,261f4d66-aa98-41a5-a213-a079764411a7,Zenius Professionals Practice Program Angkatan 4,9,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_344946d7-f9c2-4c1e-8af0-646114c7d8ad.png
1484,fd76223a-661e-11ed-9ad9-5a2f049e0a05,Mechanic ,PT. Pancaprima Ekabrothers,5fe53b94-170e-4e48-99d7-3e82a6f5c18d,PEOPLE EMPOWERMENT (Business & Supporting Process),2,PT. Pancaprima Ekabrothers,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_dbac24fc-4c9d-413e-9fc1-6ccbc143c474.png
1485,16753215-55c4-11ed-b209-b250481d78c3,Mechanical & Electrical ,Nusantara Infrastructure,33c404bb-b227-4a65-85dc-9fe9cf434e1e,Efisiensi & Optimasi dalam Pengelolaan Perusahaan Pelayanan Air Bersih,2,Kab. Serang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_38539944-f328-4d58-bef3-1d8a97f607e4.jpg
1486,39ae9030-709e-11ed-9540-86f9589d528b,Mechanical Engineer,Synapsis.id,b8aaf5af-e69c-4434-89b5-dc2dbbdf7a15,Learning Practice Program ,4,Kota Jakarta Timur,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_c197900c-4362-422d-8cef-5c2f03d7ddb6.png
1487,aac8ab31-6fb7-11ed-a7a1-0278cb7f6574,Mechanical Engineer,Dankos,e3c02360-8ec1-4783-9790-80afa6cf1114,Manufacturing & Engineering Digitalization,2,Kab. Bekasi,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_caf860b4-53f3-4eff-addc-dcc5b198740d.jpg
1488,aab11ad5-79f7-11ed-8ecc-126a7f5dfbc7,Mechanical Engineer,RAPP,6704de80-0880-48c9-a3af-1eb123830d41,"Evaluasi Kinerja Dalam Sistem Produksi Pembuatan Pulp, Kertas Dan Rayon Menuju Operational Excellence.",8,Kab. Pelalawan,OFFLINE,
1489,329c1c48-6473-11ed-803d-3e2209ea9924,Mechanical Engineer,Methanol Plant,855bad44-e400-4a84-9210-e1444742fb9b,"Aktifitas 2- Evaluasi Strategi Penurunan Emisi dalam Proses Produksi Methanol dengan memanfaatkan renewable energy dan optimasi permesinan, untuk mendukung target Net Zero Emission pada tahun 2060",2,Kota Bontang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_89d550ad-f9dd-49b3-9cb2-b6d72b4424b8.jpg
1490,59fbb102-63ba-11ed-8ebb-320b4c7afbe7,Mechanical Engineer,Methanol Plant,855bad44-e400-4a84-9210-e1444742fb9b,Aktifitas 1- Evaluasi Strategi Efisiensi Sumber Daya dalam Proses Produksi Methanol untuk mencapai PROPER Emas PT. KMI pada tahun 2023.,2,Kota Bontang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_89d550ad-f9dd-49b3-9cb2-b6d72b4424b8.jpg
1491,9a390d67-4e7e-11ed-9f30-c28fdeb2b454,Mechanical Engineer,dr. Mekanik Academy,51eebb91-c684-4d2c-a4bb-b1784a3be41a,SMART AUTOMATIC GUIDED VEHICLE (AGV),1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_14a64f25-841d-4162-8a8e-f6793d5882f1.png
1492,3ca7637f-4f57-11ed-869c-5a64ff3a4876,Mechanical Engineer,dr. Mekanik Academy,51eebb91-c684-4d2c-a4bb-b1784a3be41a,dr. MEKANIK SMART KIOSK,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_14a64f25-841d-4162-8a8e-f6793d5882f1.png
1493,7df85b50-6175-11ed-9958-e6768c594c9c,Mechanical Engineer in Developing Digital Transformation and Industry 4.0,STECHOQ,ba16e287-a822-457d-9d45-5b2e5a47af1f,Developing Digital Transformation and Industry 4.0 through Mechanical Engineering,20,Kab. Sleman,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_b693d159-3ec1-4644-b198-b107e51a3b83.png
1494,375e204a-6fa2-11ed-ab38-feb214c74b66,Mechanical Intern,PT Petrokimia Gresik,bc27aac3-8e3f-4016-9b18-cdbfa26746d8,Petrokimia Undergraduate Apprenticeship Program Cycle 4,6,Kab. Gresik,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_87fed9ce-8cc7-4c55-8727-1c02a5030d20.png
1495,9cc865ef-8060-11ed-be97-9aeeab388a33,Mechanical Production Staff,INASTEK,6af7cd4d-9305-48f4-85ac-e8d5e2c64b34,Pengembangan Pembelajaran Sirkular Ekonomi Pertanian Terpadu Dan Pengolahan Sampah Plastik,2,Kab. Sleman,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fdf76848-5751-4f24-8eed-31bce0d85818.png
1496,5b572744-6979-11ed-a94f-be5cff234d68,Mechanic Officer ,Garment Manufacturing,7e6a4c10-aca9-4b78-89d5-7a56baf5c15e,PAN 8 Sragen Internship Program (PSIP),16,Kab. Boyolali,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_657b3206-5540-4a88-ad4d-ca1247cd5f2f.png
1497,25d6aca8-6b15-11ed-8147-a2c3ec1c6e84,Mechanization Analyst Assistant,PT Bumitama Gunajaya Agro,8816b5f5-7f39-459c-ba0c-86996423c5e5,Planter Development Program,4,Kab. Kotawaringin Timur,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_629f2eb8-a747-4cee-a5c3-e27c8a8ec63e.png
1498,190c24ec-6b10-11ed-8147-a2c3ec1c6e84,Mechanization Data Analyst,PT Bumitama Gunajaya Agro,8816b5f5-7f39-459c-ba0c-86996423c5e5,Officer Development Program,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_629f2eb8-a747-4cee-a5c3-e27c8a8ec63e.png
1499,40c86333-6fc6-11ed-a7a1-0278cb7f6574,Media Asset Management (Program Services & On Air Operation),Surya Citra Media - EMTEK Group,b409663d-e067-46e0-81d9-eb4fff33f45f,SIP (SCM Internship Program),9,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4c560d1a-0e74-4525-9d9c-4feb95a08b71.png
1500,4292990d-7088-11ed-8312-feb214c74b66,Media & IT Developer,Research & Consulting Group,7825d87e-aff4-4479-8d3e-cefb6eca0a40,Kemitraan Pengetahuan Untuk Kebijakan Publik Partisipatif,20,Kab. Sleman,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_9327afd4-e423-4720-9442-946de9a5646e.png
1501,afa5190f-7dd4-11ed-bc31-eac8fd7a71c2,Media Relations Analyst,Berau Coal,ec0dd4db-c8de-4171-8079-46070738ce4a,5. Optimalisasi Pengelolaan Media Sosial Perusahaan Dan Media Massa Dalam Peningkatan Citra Perusahaan Dan Issue Management,1,Kab. Berau,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_2ff77b56-98de-4831-a033-f819bb3d605c.jpg
1502,20c94126-70a9-11ed-83e6-668d7502ff5d,"Medical Sales, Finance & Information Technology",Reckitt Indonesia,3b5da4a2-0ec6-47e5-aeb5-eea9492b979f,Commercial Internship,3,Kota Jakarta Selatan,OFFLINE,
1503,80b39d92-810c-11ed-979c-f6e17ff1bedb,Merchandising Intern,Lazada,aed64ced-1c3e-40f4-8c92-3fae1469cbc4,Program Magang Lazada Indonesia Commercial [Jakarta],2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_53a72f64-8e58-40c0-810d-1828e1b0aab1.jpg
1504,3bda01f5-7f5c-11ed-99cd-aa76604f701e,Metaverse Developer (Blockchain),Dikti,55eb611a-16ed-4166-adf7-3254e22ba206,"Pengembangan Blockchain, Metaverse Dan Artificial Intelligence",8,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_29f078c6-3091-48bf-aae7-206662f521aa.png
1505,310776c0-7505-11ed-b175-b2d858cc7bd2,Metaverse Developer Intern,BNI,1434cd57-6295-441a-898a-7294119a96d7,BNI Digital Talent Thematic Internship,12,Kota Jakarta Barat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_642f3ae3-5162-4f40-aba6-e0c819df5f56.jpg
1506,c5b7ae0a-7f5c-11ed-bfb0-2615bc75a6a3,Metaverse Grapich Desainer (Blockchain),Dikti,55eb611a-16ed-4166-adf7-3254e22ba206,"Pengembangan Blockchain, Metaverse Dan Artificial Intelligence",6,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_29f078c6-3091-48bf-aae7-206662f521aa.png
1507,3acbc95b-801d-11ed-899c-f6e17ff1bedb,MHE Automation Intern,Lazada,aed64ced-1c3e-40f4-8c92-3fae1469cbc4,Program Magang Lazada Logistics Indonesia [Cimanggis],2,Kota Depok,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_53a72f64-8e58-40c0-810d-1828e1b0aab1.jpg
1508,09cf8dcf-7506-11ed-b175-b2d858cc7bd2,Microfrontend Developer Intern,BNI,1434cd57-6295-441a-898a-7294119a96d7,BNI Digital Talent Thematic Internship,10,Kota Jakarta Barat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_642f3ae3-5162-4f40-aba6-e0c819df5f56.jpg
1509,c5b4d903-6b08-11ed-a22e-c63f61abb566,Mill Data Analysis Officer,PT Bumitama Gunajaya Agro,8816b5f5-7f39-459c-ba0c-86996423c5e5,Officer Development Program,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_629f2eb8-a747-4cee-a5c3-e27c8a8ec63e.png
1510,d853b23e-6a47-11ed-a781-f69d568c6c8e,Mill Engineering Assistant,PT Bumitama Gunajaya Agro,8816b5f5-7f39-459c-ba0c-86996423c5e5,Planter Development Program,15,Kab. Kotawaringin Timur,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_629f2eb8-a747-4cee-a5c3-e27c8a8ec63e.png
1511,32d854c1-6b0a-11ed-98f2-a6bfdab34a31,Mill Production & Performance Engineer,PT Bumitama Gunajaya Agro,8816b5f5-7f39-459c-ba0c-86996423c5e5,Officer Development Program,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_629f2eb8-a747-4cee-a5c3-e27c8a8ec63e.png
1512,13161bb0-7f3c-11ed-b2f3-c6fe83fcca68,Mine Engineer,Berau Coal,ec0dd4db-c8de-4171-8079-46070738ce4a,11 : Evaluasi & Monitoring Produksi Penambangan Batubara,2,Kab. Berau,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_2ff77b56-98de-4831-a033-f819bb3d605c.jpg
1513,e081b053-80ca-11ed-82a8-2615bc75a6a3,"MIP - Marcomm KG Media, Kompas.com, Kompasiana, KompasTV",Kompas Gramedia,c8bece01-8738-4a37-90f9-3d0302da1cd7,Kompas Gramedia - KG Media: Trusted Connected,5,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_df1a48c4-c272-4def-9ca5-0f905ac03742.png
1514,b6a9ef16-80cb-11ed-be97-9aeeab388a33,MIP - Merchandising KG Media,Kompas Gramedia,c8bece01-8738-4a37-90f9-3d0302da1cd7,Kompas Gramedia - KG Media: Trusted Connected,1,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_df1a48c4-c272-4def-9ca5-0f905ac03742.png
1515,023f0f0d-80ca-11ed-b375-2603a0457f29,MIP - Social Relation ,Kompas Gramedia,c8bece01-8738-4a37-90f9-3d0302da1cd7,Kompas Gramedia - KG Media: Trusted Connected,2,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_df1a48c4-c272-4def-9ca5-0f905ac03742.png
1516,2e19bc70-80c9-11ed-b098-f6e17ff1bedb,MIP - Strategic Partnership,Kompas Gramedia,c8bece01-8738-4a37-90f9-3d0302da1cd7,Kompas Gramedia - KG Media: Trusted Connected,2,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_df1a48c4-c272-4def-9ca5-0f905ac03742.png
1517,2bf4fc61-720c-11ed-a27c-eee683b66c25,MIT Design Intern,Bridgestone,6a82280c-7d74-4b04-a286-5fdfa1569975,BE INTERN Building Digital Future,2,Kab. Karawang,BLENDED,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_f3a2b24c-b002-4fa2-9f80-b281d99c0795.png
1518,4c88badd-6fb9-11ed-b6f6-62d54cabf853,Mixing Engineer,Surya Citra Media - EMTEK Group,b409663d-e067-46e0-81d9-eb4fff33f45f,SIP (SCM Internship Program),1,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4c560d1a-0e74-4525-9d9c-4feb95a08b71.png
1519,f9974e7c-619b-11ed-b3d1-4eaca8c1bf53,MMD ( Merchandise Management Division),PT. AEON INDONESIA,aca44337-020b-460d-b69c-cd586f6297bc,Apprenticeship AEON Retail Sentul Branch,2,"Sentul, Bogor",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_7f56cfa2-7e7c-4ee6-a643-432a187e674f.png
1520,085b96db-61a6-11ed-988f-e6768c594c9c,MMD (Merchandise Management Division),PT. AEON INDONESIA,aca44337-020b-460d-b69c-cd586f6297bc,Apprenticeship AEON Retail Tanjung Barat Branch,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_7f56cfa2-7e7c-4ee6-a643-432a187e674f.png
1521,6a05145c-6196-11ed-aaab-4a119f027d25,MMD (Merchandise Management Division),PT. AEON INDONESIA,aca44337-020b-460d-b69c-cd586f6297bc,Apprenticeship AEON Retail Jakarta Garden City Branch,2,"Cakung, Jakarta Timur",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_7f56cfa2-7e7c-4ee6-a643-432a187e674f.png
1522,4acd5b64-6179-11ed-988f-e6768c594c9c,MMD (Merchandise Management Division),PT. AEON INDONESIA,aca44337-020b-460d-b69c-cd586f6297bc,Apprenticeship AEON Retail BSD Branch,2,"Tangerang, Banten",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_7f56cfa2-7e7c-4ee6-a643-432a187e674f.png
1523,7fadd9bf-7194-11ed-b6f7-86f9589d528b,Mobile Analyst,Suitmedia,8bbe4d2b-fcb8-4bc3-a414-4393f5cb0d1b,Suitmedia National Internship Program 2023,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_a81e2a5b-5e10-4a12-9561-3c627723e77f.png
1524,0184d4f7-7f65-11ed-b2f3-c6fe83fcca68,Mobile App Developer,Sebangku Games,a79ed31b-6180-41a7-87ce-9727630f5361,Aktivitas 3 - Pengembangan Platform Pembelajaran Micro Learning,2,Kota Yogyakarta,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_57bf2cf6-61e6-45b0-9d84-47610a22952b.png
1525,9fbf16dd-7092-11ed-b6f6-62d54cabf853,Mobile Apps Developer (Programmer),Soca AI,f6940620-cc8b-4134-8290-7f511d8cc1a6,AI-Powered Immersive Learning,10,Kota Bandung,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_93ec7e4d-0083-4e54-994c-f8a406cd7f3f.jpg
1526,6ec07bc7-7192-11ed-aa1c-260399e19f34,Mobile Developer,Suitmedia,8bbe4d2b-fcb8-4bc3-a414-4393f5cb0d1b,Suitmedia National Internship Program 2023,6,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_a81e2a5b-5e10-4a12-9561-3c627723e77f.png
1527,3d157bb8-75e4-11ed-93c5-1ec6af422c03,Mobile Developer,Synapsis.id,b8aaf5af-e69c-4434-89b5-dc2dbbdf7a15,Learning Practice Program ,3,Kota Jakarta Timur,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_c197900c-4362-422d-8cef-5c2f03d7ddb6.png
1528,94267e25-6fc2-11ed-83fd-7e8ddab09462,Mobile Developer,Surya Citra Media - EMTEK Group,b409663d-e067-46e0-81d9-eb4fff33f45f,SIP (SCM Internship Program),2,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4c560d1a-0e74-4525-9d9c-4feb95a08b71.png
1529,23c020aa-67bc-11ed-9a22-eae0f83979ef,Mobile Developer,MKA,3dd0e109-3267-4dc3-ad3d-4b2e3cb309ab,Learning Management for Industry Creative (Develop StartUp),10,Kota Balikpapan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_b382b420-bed3-4b87-98f4-e3df37fb51d1.png
1530,558d0747-705c-11ed-a7a1-0278cb7f6574,Mobile Developer ,Citiasia Inc.,1d463f4f-bcd8-4125-87a9-e0c00f5328dc,Smart Cities & Smart enterprises: Co-Creation Solution & Innovation Development Internship Programs ,4,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_53530d4e-b597-4989-ba93-d03aeb8da921.png
1531,d4914a37-7081-11ed-83e6-668d7502ff5d,Mobile Developer Android + ios (Satudikti),Dikti,55eb611a-16ed-4166-adf7-3254e22ba206,Pengembangan Aplikasi Satudikti,4,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_29f078c6-3091-48bf-aae7-206662f521aa.png
1532,1d76c82a-6433-11ed-8ebb-320b4c7afbe7,Mobile Developer IOS & ANDROID,LAZNAS LMI,c437ac76-e7de-4631-b0bd-c9fb0a710149,IT Squad Intern,2,Kota Surabaya,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_8bd22218-9063-455a-bf9e-b4a6ad421f9a.jpg
1533,a937aca1-4eb2-11ed-869c-5a64ff3a4876,Mobile Programmer,dr. Mekanik Academy,51eebb91-c684-4d2c-a4bb-b1784a3be41a,dr. MEKANIK ACADEMY,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_14a64f25-841d-4162-8a8e-f6793d5882f1.png
1534,dcfdc9ac-6d4d-11ed-8fcc-563600033649,Mobile Programmer,BISA AI ACADEMY,cfca8159-1096-4dd6-a3b7-ab0da4507cc6,Engineering Sistem ERP Pendidikan Bisa AI Academy,2,Kota Bandung,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_f4097b5d-c439-431c-ad91-30d6e505287c.jpg
1535,dad4f130-7199-11ed-aa1c-260399e19f34,Mobile UI/UX Designer,Suitmedia,8bbe4d2b-fcb8-4bc3-a414-4393f5cb0d1b,Suitmedia National Internship Program 2023,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_a81e2a5b-5e10-4a12-9561-3c627723e77f.png
1536,b09d4e85-858e-11ed-a5b3-36fb96982c30,Modern Channel Digital Intern,XL Axiata,c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fa53cb75-1f5f-4bad-832b-4cf3dbbf28b5.jpg
1537,2ae7fe98-6751-11ed-98f0-d6bd1ff96cc1,"Monitoring, Evaluation, and Learning Internship Officer",INDOHUN,71acb828-504c-4981-b2be-b1d83180b080,Kepemimpinan dan Kolaborasi Multisektoral Terpadu,6,Kota Depok,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_eb6f6c7e-5f2e-4b45-85fa-8a7f2d01d10f.png
1538,3a92c19d-6c91-11ed-8441-22d0c8df9d48,Monitoring & Evaluation officer,Schoters,29817ab5-be74-4c42-a223-a04eceae0eef,Transformasi Start-Up Edutech Melalui Riset dan Inovasi,5,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_a741a688-4eca-41f9-8099-40d6986d6253.png
1539,005956b4-6fb8-11ed-83fd-7e8ddab09462,Motion Designer (Post Production & Graphic),Surya Citra Media - EMTEK Group,b409663d-e067-46e0-81d9-eb4fff33f45f,SIP (SCM Internship Program),4,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4c560d1a-0e74-4525-9d9c-4feb95a08b71.png
1540,1479b559-8057-11ed-be97-9aeeab388a33,Motion Graphic,Vidio,8bb8fd87-8e0e-41b8-bcc4-a924fbae04f9,Peningkatan Kualitas Product Dari Segi Product Management Dan Design Dari Aplikasi Vidio,2,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_805c82cb-fe4b-47f2-8cbf-054b6e40cb33.png
1541,30ef6f70-6581-11ed-9e59-0e61737a49bc,Motion Graphic Intern,Zenius,261f4d66-aa98-41a5-a213-a079764411a7,Zenius Professionals Practice Program Angkatan 4,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_344946d7-f9c2-4c1e-8af0-646114c7d8ad.png
1542,be63732a-6fc5-11ed-a7a1-0278cb7f6574,Motion Graphic Marketing Services (On Air Promo),Surya Citra Media - EMTEK Group,b409663d-e067-46e0-81d9-eb4fff33f45f,SIP (SCM Internship Program),1,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4c560d1a-0e74-4525-9d9c-4feb95a08b71.png
1543,fac4b5ec-6eee-11ed-8b84-22d0c8df9d48,Multimedia Designer,Bank BRI,a78798fb-cfe4-4e23-9d42-a09881f6bf9c,Policy & Procedure Multimedia Communication,2,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_00172b9d-6bad-44f8-8a71-88f513dda24c.png
1544,d3530a17-6fb9-11ed-ab38-feb214c74b66,Multimedia Entertainment,KLY (Kapanlagi Youniverse),eb4f2963-619c-4052-96f5-46fb1828d0a3,Enhancing KLY through innovative & awe-inspiring videos,10,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_b0cecca1-6125-4d10-851f-a9b1408071dc.png
1545,1d80f533-6ff7-11ed-ab38-feb214c74b66,Multimedia - Liputan 6,KLY (Kapanlagi Youniverse),eb4f2963-619c-4052-96f5-46fb1828d0a3,Enhancing KLY through innovative & awe-inspiring videos,5,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_b0cecca1-6125-4d10-851f-a9b1408071dc.png
1546,8795b83e-6fbc-11ed-b6f6-62d54cabf853,Multimedia News - MERDEKA,KLY (Kapanlagi Youniverse),eb4f2963-619c-4052-96f5-46fb1828d0a3,Enhancing KLY through innovative & awe-inspiring videos,5,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_b0cecca1-6125-4d10-851f-a9b1408071dc.png
1547,e1739fd5-55a9-11ed-adef-fa00dd4e79e4,Multimedia Officer,Trans Retail Indonesia,0ec1e3dd-b754-435e-9308-8b77ce0dc15b,Learning Management di Head Office,8,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_46424d48-bf41-43aa-89dd-e8702beb2f80.jpg
1548,fd5827bf-6ffe-11ed-83fd-7e8ddab09462,Multimedia - SPORTS,KLY (Kapanlagi Youniverse),eb4f2963-619c-4052-96f5-46fb1828d0a3,Enhancing KLY through innovative & awe-inspiring videos,5,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_b0cecca1-6125-4d10-851f-a9b1408071dc.png
1549,d1afb353-6fb9-11ed-b6f6-62d54cabf853,Music Director (Post Production & Graphic),Surya Citra Media - EMTEK Group,b409663d-e067-46e0-81d9-eb4fff33f45f,SIP (SCM Internship Program),1,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4c560d1a-0e74-4525-9d9c-4feb95a08b71.png
1550,23df0a6a-7f5b-11ed-bfb0-2615bc75a6a3,Music Producer,Sebangku Games,a79ed31b-6180-41a7-87ce-9727630f5361,Aktivitas 1 -  Pengembangan Platform Pembelajaran Literasi Anak,1,Kota Yogyakarta,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_57bf2cf6-61e6-45b0-9d84-47610a22952b.png
